dct:title,MUSTERDATENSATZ,THEMA,BEZEICHNUNG,dct:description,dct:identifier,dcat:Distribution.dct:license,dcat:theme,updated_at,ORG,dcat:landingPage,ART,Metadaten,Format,Datum,KGSt
Stadt Köln: Kommunalwahl 2009,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Kommunalwahl 2009,d2ded432-85ad-443b-8df4-dbc9afc1a5a0,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:20:27.384094,Köln,https://open.nrw/dataset/kommunalwahl-2009-k,,,,,
Stadt Bonn: Kommunalwahl 1999,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Wahlergebnisse der Kommunalwahl für das Bonner Stadtgebiet.,95349187-cec9-49aa-8a79-6e6e8858357f,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:58:53.880871,Bonn,https://open.nrw/dataset/kommunalwahl-1999-bn,,,,,
Stadt Bonn: Kommunalwahl 2004,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Wahlergebnisse der Kommunalwahl für das Bonner Stadtgebiet.,88b526c3-9016-48d1-89a5-48fdd3c7dcbc,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T01:00:02.532521,Bonn,https://open.nrw/dataset/kommunalwahl-2004-bn,,,,,
Stadt Köln: Ergebnisse_der_Kommunalwahlen_in_Koeln_seit_1946_Prozent,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Ergebnisse der Kommunalwahlen in Köln seit 1946 (prozentuale Aufteilung),67618428-99dc-4e6c-b7b8-f24287a0cdaa,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:19:17.862469,Köln,https://open.nrw/dataset/ergebnissederkommunalwahleninkoelnseit1946prozent-k,,,,,
Stadt Köln: Ergebnisse_der_Kommunalwahlen_in_Koeln_seit_1946_Sitze,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Ergebnisse der Kommunalwahlen in Köln seit 1946 (Aufteilung nach Sitze),0cf9cf4b-6fb3-4e82-b83c-576854218d56,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:19:25.225694,Köln,https://open.nrw/dataset/ergebnissederkommunalwahleninkoelnseit1946sitze-k,,,,,
Stadt Köln: Ergebnisse_der_Kommunalwahlen_in_Koeln_seit_1946_Zahl,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Ergebnisse der Kommunalwahlen in Köln seit 1946 (Aufteilung nach absoluten Zahlen),a57bfe41-5f7d-4080-bd2d-364c6f9ae049,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:19:32.537489,Köln,https://open.nrw/dataset/ergebnissederkommunalwahleninkoelnseit1946zahl-k,,,,,
Oberbürgermeisterwahl 2014 Düsseldorf,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,"Der Datensatz enthält die Ergebnisse der Oberbürgermeisterwahl am 25. Mai 2014 und der Oberbürgermeisterstichwahl am 15. Juni 2014 der Stadt Düsseldorf.Am 25. Mai 2014 fanden die Kommunalwahlen statt. Weil keine eindeutige Mehrheit erreicht wurde, gab es am 15. Juni 2014 eine Stichwahl des/der Oberbürgermeisters/in.Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen.Weiterer Datensätze enthalten Informationen über die Wahlgebietseinteilung zu den Kommunalwahlen und die Stimmbezirkseinteilung.Informationen zu Begrifflichkeiten aus dem Bereich 'Wahlen' finden Sie im Wahl-ABC der interaktiven Lernplattform für Wahlhelferinnen und Wahlhelfer der Stadt Düsseldorf.Die Dateien sind in UTF-8 codiert. Excel zeigt standardmäßig die Umlaute in den Dateien nicht korrekt an. Dies können Sie wie folgt umgehen:Excel 2003<br />Wählen Sie über das Menü 'Daten' -&gt; 'Externe Daten importieren' den Menüpunkt 'Daten importieren' aus. Es öffnet sich der Dialog 'Datenquelle auswählen'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.Excel 2010<br />Wählen Sie über die Karteikarte 'Daten' im Abschnitt 'Externe Daten abrufen' die Option 'Aus Text' aus. Es öffnet sich der Dialog 'Textdatei importieren'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.Die Dateien enthalten jeweils folgende Spalteninformationen:<ul><li>Nr: Nummer des Wahlbezirks</li>	<li>Name: Bezeichnung des Wahlbezirks</li>	<li>MaxSchnellmeldungen: maximale Anzahl der Schnellmeldungen</li>	<li>AnzSchnellmeldungen: Anzahl der bereits erfassten Schnellmeldungen</li>	<li>Wahlberechtigte: Anzahl der Wahlberechtigten</li>	<li>Abgegeben: Anzahl der abgegebenen Stimmzettel</li>	<li>Wahlbeteiligung: Wahlbeteiligungen in den jeweiligen Ansichtsebenen</li>	<li>gültigeStimmzettel: Anzahl der gültig abgegebenen Stimmzettel</li>	<li>gültig: Anzahl der gültig abgegebenen Stimmen</li>	<li>ungültigeStimmzettel: Anzahl der ungültig abgegebenen Stimmzettel</li>	<li>ungültig: Anzahl der ungültig abgegebenen Stimmen</li></ul>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei'):<ul><li>A-Partei: Anzahl der Gesamtstimmen der Partei</li>	<li>A-Partei_Proz: Prozentualer Anteil der Gesamtstimmen der Partei vom Gesamtergebnis</li></ul>",851e793b-50ac-4e57-91fc-a10418b8bb56,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Regierung und öffentlicher Sektor,2020-01-28T04:13:05.841383,Düsseldorf,https://open.nrw/dataset/oberbuergermeisterwahl-2014-duesseldorf-d,,,,,
Stadt Bonn: Kommunalwahl 2015 (Oberbürgermeisterwahl),Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,"Am Wahlabend werden neben der grafischen Ergebnispräsentation die Ergebnisse in verschiedene csv-Dateien geschrieben, welche laufend aktualisiert werden. Eine Datensatzbeschreibung der csv-Dateien sieht wie folgt aus: <br /><br />     Nr<br />    Name<br />    MaxSchnellmeldungen<br />    AnzSchnellmeldungen<br />    Wahlberechtigte<br />    abgegeben<br />    Wahlbeteiligung<br />    gültigeStimmzettel<br />    gültig<br />    ungültigeStimmzettel<br />    ungültig<br /><br />   Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei'):<br /><br />     A-Partei<br />    A-Partei_Proz<br />    Z_A-Partei<br />    Z_A-Partei_Proz<br /><br />Die Ergebnisse können bereits am Wahlabend laufend und aktuell in einem standardisierten Format von diesem Web-Server abgerufen werden, z. B. um automatisch weiterverarbeitet zu werden.<br /><br />Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen. Die Dateien sind in UTF-8 codiert.",30ef906c-2c11-49fb-950f-c68c461853b1,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T01:09:11.484012,Bonn,https://open.nrw/dataset/kommunalwahl-2015-oberbuergermeisterwahl-bn,,,,,
Stadt Köln: Oberbürgermeisterwahl Koeln 2015,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,"Die Ergebnisse können bereits am Wahlabend laufend und aktuell in einem standardisierten Format von diesem Web-Server abgerufen werden, z. B. um automatisch weiterverarbeitet zu werden.Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen. Folgende Dateien stehen am Wahlabend für Stadt Köln zur Verfügung:Die Dateien sind in UTF-8 codiert. Folgende Felder sind in der Datei vorhanden (Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):<ul><li>Nr</li>	<li>Name</li>	<li>MaxSchnellmeldungen</li>	<li>AnzSchnellmeldungen</li>	<li>Wahlberechtigte</li>	<li>abgegeben</li>	<li>Wahlbeteiligung</li>	<li>gültigeStimmzettel</li>	<li>gültig</li>	<li>ungültigeStimmzettel</li>	<li>ungültig</li>	<li>gültig2</li>	<li>ungültig2</li></ul>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei' - Felder für Zweitstimmen natürlich nur bei entsprechenden Wahlen):<ul><li>A-Partei</li>	<li>A-Partei_Proz</li>	<li>Z_A-Partei</li>	<li>Z_A-Partei_Proz</li></ul>",3d74e39e-377f-49d8-a62a-5fe3a3abc7a5,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:33:05.689210,Köln,https://open.nrw/dataset/oberbuergermeisterwahl-koeln-2015-k,,,,,
"Stadt Bonn: Kommunalwahl 2009 (Oberbürgermeister, Bezirksvertretung, Rat)",Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Wahlergebnisse der Kommunalwahl für das Bonner Stadtgebiet.,dcef5ac9-cf77-498e-98d9-e83fb7037e05,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:54:47.535946,Bonn,https://open.nrw/dataset/kommunalwahl-2009-oberbuergermeister-bezirksvertretung-rat-bn,,,,,
Ratswahl 2014 Düsseldorf,Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,"Der Datensatz enthält die Ergebnisse der Ratswahlen am 25. Mai 2014 der Stadt Düsseldorf.Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen.Weiterer Datensätze enthalten Informationen über die Wahlgebietseinteilung zu den Kommunalwahlen und die Stimmbezirkseinteilung.Informationen zu Begrifflichkeiten aus dem Bereich 'Wahlen' finden Sie im Wahl-ABC der interaktiven Lernplattform für Wahlhelferinnen und Wahlhelfer der Stadt Düsseldorf.Die Dateien sind in UTF-8 codiert. Excel zeigt standardmäßig die Umlaute in den Dateien nicht korrekt an. Dies können Sie wie folgt umgehen:Excel 2003<br />Wählen Sie über das Menü 'Daten' -&gt; 'Externe Daten importieren' den Menüpunkt 'Daten importieren' aus. Es öffnet sich der Dialog 'Datenquelle auswählen'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.Excel 2010<br />Wählen Sie über die Karteikarte 'Daten' im Abschnitt 'Externe Daten abrufen' die Option 'Aus Text' aus. Es öffnet sich der Dialog 'Textdatei importieren'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.Die Dateien enthalten jeweils folgende Spalteninformationen:<ul><li>Nr: Nummer des Wahlbezirks</li>	<li>Name: Bezeichnung des Wahlbezirks</li>	<li>MaxSchnellmeldungen: maximale Anzahl der Schnellmeldungen</li>	<li>AnzSchnellmeldungen: Anzahl der bereits erfassten Schnellmeldungen</li>	<li>Wahlberechtigte: Anzahl der Wahlberechtigten</li>	<li>Abgegeben: Anzahl der abgegebenen Stimmzettel</li>	<li>Wahlbeteiligung: Wahlbeteiligungen in den jeweiligen Ansichtsebenen</li>	<li>gültigeStimmzettel: Anzahl der gültig abgegebenen Stimmzettel</li>	<li>gültig: Anzahl der gültig abgegebenen Stimmen</li>	<li>ungültigeStimmzettel: Anzahl der ungültig abgegebenen Stimmzettel</li>	<li>ungültig: Anzahl der ungültig abgegebenen Stimmen</li></ul>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei'):<ul><li>A-Partei: Anzahl der Gesamtstimmen der Partei</li>	<li>A-Partei_Proz: Prozentualer Anteil der Gesamtstimmen der Partei vom Gesamtergebnis</li></ul>",2a98ba36-2a33-4f64-9eef-8ca739d3f1cf,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Regierung und öffentlicher Sektor,2020-01-28T04:13:16.803138,Düsseldorf,https://open.nrw/dataset/ratswahl-2014-duesseldorf-d,,,,,
"Stadt Bonn: Kommunalwahl 2014 (Rat, Bezirksvertretung)",Wahlen - Wahlergebnis Kommunalwahlen,Wahlen,Wahlergebnis Kommunalwahlen,Wahlergebnisse der Kommunalwahl für das Bonner Stadtgebiet.,89dcfee8-8e7b-4625-a4b2-b2218531c93d,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:55:29.658867,Bonn,https://open.nrw/dataset/kommunalwahl-2014-rat-bezirksvertretung-bn,,,,,
D12 Landtagswahlen Stadt Kerpen,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,"Wahlergebnisse, Straßenverzeichnisse&nbsp;zu Landtagswahlen in der Stadt Kerpen.Beschreibungen zum Datensatzaufbau finden Sie unter Datensatzbeschreibung Wahlen.",1560fb0b-47d5-4041-812f-8d98e4c0571b,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T01:33:18.493863,Kerpen,https://open.nrw/dataset/d12-landtagswahlen-stadt-kerpen-rer,,,,,
Landtagswahl 2012 Düsseldorf,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,"Der Datensatz enthält die Ergebnisse der Landtagswahl am 13. Mai 2012 der Stadt Düsseldorf.Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen.Weiterer Datensätze enthalten Informationen über die Wahlgebietseinteilung zur Landtagswahl NRW und die Stimmbezirkseinteilung.Informationen zu Begrifflichkeiten aus dem Bereich 'Wahlen' finden Sie im Wahl-ABC der interaktiven Lernplattform für Wahlhelferinnen und Wahlhelfer der Stadt Düsseldorf.Die Dateien sind in UTF-8 codiert. Excel zeigt standardmäßig die Umlaute in den Dateien nicht korrekt an. Dies können Sie wie folgt umgehen:Excel 2003<br />Wählen Sie über das Menü 'Daten' -&gt; 'Externe Daten importieren' den Menüpunkt 'Daten importieren' aus. Es öffnet sich der Dialog 'Datenquelle auswählen'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.Excel 2010<br />Wählen Sie über die Karteikarte 'Daten' im Abschnitt 'Externe Daten abrufen' die Option 'Aus Text' aus. Es öffnet sich der Dialog 'Textdatei importieren'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.Die Dateien enthalten jeweils folgende Spalteninformationen:<ul><li>Nr: Nummer des Wahlbezirks</li>	<li>Name: Bezeichnung des Wahlbezirks</li>	<li>MaxSchnellmeldungen: maximale Anzahl der Schnellmeldungen</li>	<li>AnzSchnellmeldungen: Anzahl der bereits erfassten Schnellmeldungen</li>	<li>Wahlberechtigte: Anzahl der Wahlberechtigten</li>	<li>Abgegeben: Anzahl der abgegebenen Stimmzettel</li>	<li>Wahlbeteiligung: Wahlbeteiligungen in den jeweiligen Ansichtsebenen</li>	<li>gültigeStimmzettel: Anzahl der gültig abgegebenen Stimmzettel</li>	<li>gültig: Anzahl der gültig abgegebenen Erststimmen</li>	<li>ungültigeStimmzettel: Anzahl der ungültig abgegebenen Stimmzettel</li>	<li>ungültig: Anzahl der ungültig abgegebenen Erststimmen</li>	<li>gültig2: Anzahl der gültig abgegebenen Zweitstimmen</li>	<li>ungültig2: Anzahl der ungültig abgegebenen Zweitstimmen</li></ul>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei'):<ul><li>A-Partei: Anzahl der Gesamtstimmen der Partei</li>	<li>A-Partei_Proz: Prozentualer Anteil der Gesamtstimmen der Partei vom Gesamtergebnis</li>	<li>Z_A-Partei: Anzahl der Gesamtzweitstimmen der Partei</li>	<li>Z_A-Partei_Proz: Prozentualer Anteil der Gesamtzweitstimmen der Partei vom Gesamtzweitstimmenergebnis</li></ul>",7ddb50e3-3983-4b63-9c8c-23a22e79d1c9,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Regierung und öffentlicher Sektor,2020-01-28T04:12:46.299061,Düsseldorf,https://open.nrw/dataset/landtagswahl-2012-duesseldorf-d,,,,,
Landtagswahl 2017 Düsseldorf,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,"Der Datensatz enthält die Ergebnisse der Landtagswahl am 14. Mai 2017 der Stadt Düsseldorf.Eine Behörde kann zur Präsentation des Wahlergebnisses verschiedene Gebiets-Ebenen einrichten, von der untersten Ebene (Stimmbezirke) über Wahlbezirke und Ortsteile bis hin zur Ebene der Stadt bzw. Gemeinde, des Kreises und des Wahlkreises. Dabei sind jedoch nicht alle Ebenen für jeden Wahltyp notwendig. Für jede der Gebiets-Ebenen, die eine Behörde eingerichtet hat, gibt es eine Datei mit der Übersicht derjenigen Gebiete mit bereits eingegangenen Schnellmeldungen.Weiterer Datensätze enthalten Informationen über die Wahlgebietseinteilung zur Landtagswahl NRW und die Stimmbezirkseinteilung.Informationen zu Begrifflichkeiten aus dem Bereich 'Wahlen' finden Sie im Wahl-ABC der interaktiven Lernplattform für Wahlhelferinnen und Wahlhelfer der Stadt Düsseldorf.Die Dateien sind in UTF-8 codiert. Excel zeigt standardmäßig die Umlaute in den Dateien nicht korrekt an. Dies können Sie wie folgt umgehen:Excel 2003<br />Wählen Sie über das Menü 'Daten' -&gt; 'Externe Daten importieren' den Menüpunkt 'Daten importieren' aus. Es öffnet sich der Dialog 'Datenquelle auswählen'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.Excel 2010<br />Wählen Sie über die Karteikarte 'Daten' im Abschnitt 'Externe Daten abrufen' die Option 'Aus Text' aus. Es öffnet sich der Dialog 'Textdatei importieren'. Wählen Sie hier die zu öffnende Datei aus und betätigen Sie die 'Öffnen'-Schaltfläche. Im Anschluss legen Sie den Dateiursprung auf '65001 Unicode: (UTF-8)' fest und fahren mit der Schaltfläche 'weiter' fort. Im nächsten Dialog setzten Sie das Trennzeichen auf 'Semikolon' statt auf 'Tabstopp' und fahren erneut mit der Schaltfläche 'weiter' fort. Anschließend wählen sie als Datenformat der Spalten die Option 'Text' aus und beenden den Assistenten mit der Schaltfläche 'Fertig stellen'. Mit der Schaltfläche 'OK' beenden Sie die Prozedur und die Daten werden UTF-8 codiert in Microsoft Excel angezeigt.Die Dateien enthalten jeweils folgende Spalteninformationen:<ul><li>Nr: Nummer des Wahlbezirks</li>	<li>Name: Bezeichnung des Wahlbezirks</li>	<li>MaxSchnellmeldungen: maximale Anzahl der Schnellmeldungen</li>	<li>AnzSchnellmeldungen: Anzahl der bereits erfassten Schnellmeldungen</li>	<li>Wahlberechtigte: Anzahl der Wahlberechtigten</li>	<li>Abgegeben: Anzahl der abgegebenen Stimmzettel</li>	<li>Wahlbeteiligung: Wahlbeteiligungen in den jeweiligen Ansichtsebenen</li>	<li>gültigeStimmzettel: Anzahl der gültig abgegebenen Stimmzettel</li>	<li>gültig: Anzahl der gültig abgegebenen Erststimmen</li>	<li>ungültigeStimmzettel: Anzahl der ungültig abgegebenen Stimmzettel</li>	<li>ungültig: Anzahl der ungültig abgegebenen Erststimmen</li>	<li>gültig2: Anzahl der gültig abgegebenen Zweitstimmen</li>	<li>ungültig2: Anzahl der ungültig abgegebenen Zweitstimmen</li></ul>Zusätzlich sind für jede Partei folgende Felder vorhanden (Beispiel für eine Partei namens 'A-Partei'):<ul><li>A-Partei: Anzahl der Gesamtstimmen der Partei</li>	<li>A-Partei_Proz: Prozentualer Anteil der Gesamtstimmen der Partei vom Gesamtergebnis</li>	<li>Z_A-Partei: Anzahl der Gesamtzweitstimmen der Partei</li>	<li>Z_A-Partei_Proz: Prozentualer Anteil der Gesamtzweitstimmen der Partei vom Gesamtzweitstimmenergebnis</li></ul>",65a5c926-dbee-4378-976f-2adb28f633df,http://dcat-ap.de/def/licenses/dl-by-de/2.0,Regierung und öffentlicher Sektor,2020-01-28T04:12:15.152650,Düsseldorf,https://open.nrw/dataset/landtagswahl-2017-duesseldorf-d,,,,,
Stadt Bonn: Landtagswahl 2005,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,Wahlergebnisse der Landtagswahl für das Bonner Stadtgebiet.,c8f2a3c6-30e9-4f68-9e25-9d675a07cdf2,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T01:00:11.224325,Bonn,https://open.nrw/dataset/landtagswahl-2005-bn,,,,,
Stadt Bonn: Landtagswahl 2010,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,Wahlergebnisse der Landtagswahl für das Bonner Stadtgebiet.,9066db1f-7273-4392-b845-f0118c802746,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:54:55.760929,Bonn,https://open.nrw/dataset/landtagswahl-2010-bn,,,,,
Stadt Bonn: Landtagswahl 2012,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,Wahlergebnisse der Landtagswahl für das Bonner Stadtgebiet.,2b1f2bbf-df69-407d-b3dd-a9947448b0e9,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T00:55:04.243766,Bonn,https://open.nrw/dataset/landtagswahl-2012-bn,,,,,
Stadt Bonn: Landtagswahl 2017,Wahlen - Wahlergebnis Landtagswahlen,Wahlen,Wahlergebnis Landtagswahlen,CSV-Schnittstellen zur Abfrage von Ergebnissen der Landtagswahl 2017.,6a4c7bb4-81fd-4b11-b012-7e7b0b2f0cbd,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T01:24:04.021044,Bonn,https://open.nrw/dataset/landtagswahl-2017-bn,,,,,
