"ORG","MUSTERDATENSATZ","THEMA","BEZEICHNUNG","ART","LEIKA"," KGST","NRW","Kategorie","dcat:theme","dct:title","dct:description","dcat:landingPage","dct:identifier","dcat:Distribution.dct:license","dct:publisher foaf:Agent"
"Stadt Köln","Bau - Baufertigstellungen","Bau","Baufertigstellungen","Detail/Rohdaten","511.03","511.03","52102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Bauen Und Wohnen Baufertigstellungen","<p><strong>Strukturdaten zum Themenkomplex: 030 – Bauen und Wohnen, Baufertigstellungen</strong> Es kann in diesem Datensatz nach den folgenden Kriterien recherchiert werden:</p><ul><li>010 – Baufertigstellungen insgesamt</li><li>030 – Neubau Wohn- und Nichtwohngebäude</li><li>040 – Neubau nach Wohngebäudearten</li><li>050 – Wohnungen durch Baumaßnahmen (Umbau)</li></ul>","https://offenedaten-koeln.de/dataset/bauen-und-wohnen-baufertigstellungen","6f94253b-a2a9-4f96-8310-7bd90b556f74","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Köln","Bau - Baufertigstellungen","Bau","Baufertigstellungen","Übersicht/Statistik","511.03","511.03","52102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Baufertigstellungen Koeln","<p>Statistik der Baufertigstellungen in Köln seit 1985 nach Stadtbezirk, Baustoffart, Beheizart, Gebäudeart, Haustyp, Heizenergie Primär, Warmwasser Primär.Â </p>
","https://offenedaten-koeln.de/dataset/baufertigstellungen-koeln","4c87281d-9999-40a7-8e49-d8604c9b808c","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Köln","Bau - Baugenehmigungen","Bau","Baugenehmigungen","Detail/Rohdaten","511.03","511.03","52102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Bauen Und Wohnen Baugenehmigungen","<p><strong>Strukturdaten zum Themenkomplex: 031 – Bauen und Wohnen, Baugenehmigungen</strong> Es kann in diesem Datensatz nach den folgenden Kriterien recherchiert werden:</p><ul><li>010 – Baugenehmigungen insgesamt</li><li>030 – Neubau Wohn- und Nichtwohngebäude</li><li>040 – Neubau nach Wohngebäudearten</li><li>050 – Wohnungen durch Baumaßnahmen (Umbau)</li></ul>","https://offenedaten-koeln.de/dataset/bauen-und-wohnen-baugenehmigungen","5e5190df-f48d-4ead-9b23-5d15001300f8","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Bonn","Bau - Bauprojekte","Bau","Bauprojekte","Bericht","511.03","511.03","52102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Berichterstattung städtische Bauprojekte","ln Ausführung des Ratsbeschlusses veröffentlicht die Stadt Bonn auf den nachfolgenden Seiten monatlich Controlling Berichte über große städtische Bauprojekte. <br /><br />

Die Definition ""große städtische Bauprojekte"" wird grundsätzlich ab einer Wertgrenze von einer Gesamtkostensumme größer 2 Mio. â‚¬ verstanden. Gesamtsumme bedeutet Brutto-Kosten des Bauprojektes inklusive aller Baunebenkosten. Darüber hinaus können auch Projekte aufgenommen werden, die wegen ihrer öffentlichen Bedeutung eine gesamtstädtische Tragweite erwarten lassen. Die Berichtspflicht beginnt bei allen neuen Bauprojekten mit Start der Projektphase ""Vorentwurfsplanung"" und endet nach Abschluss der Schlusszahlung aller Gewerke und Honorare. <br /><br />

Inhalt der Berichte: <br />
Die Berichte bestehen aus zwei Blättern: Deckblatt und Terminplan. Die Schwerpunkte der Berichte basieren auf den wesentlichen Entwicklungen zu Kosten- und Terminsituationen und werden im Sinne einer risikoorientierten Frühwarnfunktion verstanden.<br /><br />

Herausgeber: Der Oberbürgermeister der Bundesstadt Bonn, Referat Verwaltungssteuerung","https://opendata.bonn.de/dataset/berichterstattung-st%C3%A4dtische-bauprojekte","0ba8ef99-1012-4faa-9ab4-c20f8de859ed","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Köln","Bau - Bauprojekte","Bau","Bauprojekte","Detail/Rohdaten","511.03","511.03","52102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Bauprojekte staedtische Gebaeude Koeln","<p>Auflistung von Bauprojekten an städtischen Gebäuden in Köln</p>
","https://offenedaten-koeln.de/dataset/bauprojekte-staedtische-gebaeude-koeln","8d3a85bb-1fca-4140-9eff-1f1098a02340","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Stadt Köln","Bau - Bauprojekte","Bau","Bauprojekte","Standorte","511.03","511.03","52102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Köln: Bauprojekte in Köln","<p>Georeferenzierte Auflistung der Kölner Bauprojekte. Eine Visualisierung findet man hier:Â <a href=""http://www.stadt-koeln.de/politik-und-verwaltung/gebaeudewirtschaft/bau-projekte/"">http://www.stadt-koeln.de/politik-und-verwaltung/gebaeudewirtschaft/bau-projekte/</a>Â </p><p>Â </p><p>Felder:</p><ul><li>OBJECTID (Type: esriFieldTypeOID, Alias: OBJECTID)</li><li>Shape (Type: esriFieldTypeGeometry, Alias: Shape)</li><li>NAME (Type: esriFieldTypeString, Alias: Name - Bezeichnung, Length: 150 )</li><li>UMSETZUNG (Type: esriFieldTypeString, Alias: Umsetzung, Length: 50 )</li><li>TYP (Type: esriFieldTypeString, Alias: Typ, Length: 20 )</li><li>HYPERLINK (Type: esriFieldTypeString, Alias: Link, Length: 200 )</li><li>KOORX (Type: esriFieldTypeDouble, Alias: X-Koordinate)</li><li>KOORY (Type: esriFieldTypeDouble, Alias: Y-Koordinate)</li><li>HYPERLINK2 (Type: esriFieldTypeString, Alias: Bilder, Length: 2147483647 )</li><li>KURZTEXT (Type: esriFieldTypeString, Alias: KURZTEXT, Length: 2147483647 )</li><li>HIGHLIGHT (Type: esriFieldTypeSmallInteger, Alias: HIGHLIGHT)</li><li>TYPUS (Type: esriFieldTypeString, Alias: TYPUS, Length: 150 )</li><li>NR_STADTBEZIRK (Type: esriFieldTypeString, Alias: NR_STADTBEZIRK, Length: 1 )</li><li>STADTBEZIRK (Type: esriFieldTypeString, Alias: STADTBEZIRK, Length: 40 )</li></ul><p>Â </p><p><strong>Information:</strong></p><p>Â </p><p>Neben den oben angegebenen X,Y Koordinaten mit dem Bezugssystem WGS_1984_UTM_Zone_32N, gibt es ein weiteres Feld ""geometry"", welches die X/Y Koordinaten im Bezugssystem WGS84 (EPSG:4326) ausgibt.</p>","https://offenedaten-koeln.de/dataset/bauprojekte-k%C3%B6ln","7767eaf8-76a9-4b8a-85cb-ac742d549f69","http://dcat-ap.de/def/licenses/cc-by","Stadt Köln"
"Landeshauptstadt Düsseldorf","Bau - Gebäude","Bau","Gebäude","Standorte","511.03","511.03","52102","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Gebäude in Düsseldorf über 55 Meter","<p>Der Datensatz enthält die Standorte und weitere Informationen, z. B. Baujahr oder Architekt, der Gebäude über 55 m in Düsseldorf.</p><p>Die Datei ""Hochhäuser in Düsseldorf.csv"" enthält folgende Spalteninformationen:</p><ul><li>Latitude: Geographische Breite</li><li>Longitude: Geographische Länge</li><li>Â Altitude: Geographische Höhe</li><li>Geometry: Standort</li><li>Gebäude: Name des Gebäudes</li><li>Adresse: Straßenname und Hausnummer</li><li>Stadtteil: Name des Stadtteils</li><li>Adresserläuterung: zusätzliche Ortsangabe</li><li>Gebäudehöhe in Meter: Höhe des Gebäudes in Meter</li><li>Stockwerke: Anzahl der Stockwerke im Gebäude</li><li>Eröffnet im Jahr: Eröffnungsdatum des Gebäudes</li><li>Architekt: Name des/der Architekten</li></ul>","https://opendata.duesseldorf.de/dataset/geb%C3%A4ude-d%C3%BCsseldorf-%C3%BCber-55-meter","c735212d-a583-4044-92d4-cdb301312641","http://dcat-ap.de/def/licenses/dl-by-de/2.0","Landeshauptstadt Düsseldorf"
"Stadt Bonn","Behörden - Einrichtungen","Behörden","Einrichtungen","Standorte","000.03","111.16","11400","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Standorte von Bundeseinrichtungen in Bonn","Die API liefert die Standorte der öffentlichen Einrichtungen des Bundes im Bonner Stadtgebiet.","https://opendata.bonn.de/dataset/standorte-von-bundeseinrichtungen-bonn","21e92270-5fd0-42b2-b094-4d16a3f4315c","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Behörden - Einrichtungen","Behörden","Einrichtungen","Standorte","124.01","111.16","11400","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Einwohnermeldeämter","Die Datensätze mit einer Übersicht der Einwohnermelderämter in Deutschland wurden freundlicherweise von Sascha Foerster zur Verfügung gestellt. Die Übersichten wurden im Rahmen der Studie zur Identifikation von Langzeiteffekten der Kriegs- und Nachkriegskindheit auf gesundheitliche und psychologische Aspekte im höheren Alter erstellt. Weitere Informationen zu der Forschung ""Deutsche Nachkriegskinder rev."" finden Sie unter: http://zakunibonn.hypotheses.org","https://opendata.bonn.de/dataset/einwohnermelde%C3%A4mter","c26c02b9-674f-42ac-8ae3-ca43ea773c5c","http://dcat-ap.de/def/licenses/cc-zero","Social Open Data"
"Stadt Bonn","Behörden - Einrichtungen","Behörden","Einrichtungen","Bericht","111.16 ","111.16","11400","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Ämter der Stadt Bonn","Bezeichnung der Ämter der Stadtverwaltung Bonn mit Organisationsziffer.","https://opendata.bonn.de/dataset/%C3%A4mter-der-stadt-bonn","943a71bd-8a81-4a06-8491-0d7fdf0367a4","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Landeshauptstadt Düsseldorf","Behörden - Einrichtungen","Behörden","Einrichtungen","Standorte","111.16","111.16","11400","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Behördenstandorte in Düsseldorf","<p>Der Datensatz enthält Listen von Ämtern, Büchereien, Bezirksverwaltungen, Bürgerbüros, Ministerien u.v.m. in der Landeshauptstadt Düsseldorf mit den Informationen, wie sie im Stadtplan bzw. im Geoportal dargestellt sind.</p>

<p>Â </p>
","https://opendata.duesseldorf.de/dataset/beh%C3%B6rdenstandorte-d%C3%BCsseldorf","99b13b58-da96-4ed6-8190-ea8cdacd3b0c","http://dcat-ap.de/def/licenses/dl-by-de/2.0","Landeshauptstadt Düsseldorf"
"Landeshauptstadt Düsseldorf","Behörden - Einrichtungen","Behörden","Einrichtungen","Standorte","111.16","111.16","11400","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Bezirksvertretungen und Bezirksverwaltungsstellen in Düsseldorf","<p>Der Datensatz enthält Informationen zu den Bezirksvertretungen und Bezirksverwaltungsstellen in Düsseldorf.</p>
","https://opendata.duesseldorf.de/dataset/bezirksvertretungen-und-bezirksverwaltungsstellen-d%C3%BCsseldorf","d29d30d3-146e-496d-ba4b-79e9ebc52ea3","http://dcat-ap.de/def/licenses/dl-by-de/2.0","Landeshauptstadt Düsseldorf"
"Stadt Bonn","Behörden - Einrichtungen","Behörden","Einrichtungen","Bericht","111.16","111.16","11400","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Dezernatsverteilungsplan","Organisationsübersicht der Dezernate der Stadtverwaltung Bonn.","https://opendata.bonn.de/dataset/dezernatsverteilungsplan","08bc013f-0d9f-4430-8dc6-ee1f9941c77c","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Bonn","Behörden - Einrichtungen","Behörden","Einrichtungen","Standorte","000.04","111.16","11400","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Standorte von Landeseinrichtungen NRW in Bonn","Die API liefert die Standorte der Landeseinrichtungen in Bonn als Punktdaten.","https://opendata.bonn.de/dataset/standorte-von-landeseinrichtungen-nrw-bonn","f01cbfdf-b75e-472a-bdf3-1d058bb545ce","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Moers","Behörden - Einrichtungen","Behörden","Einrichtungen","Termine","111.16","111.16","11400","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Moers: Öffnungszeiten der Fachbereiche und Einrichtungen","Der Datensatz enthält Informationen zu den Öffnungszeiten städtischer Fachbereiche und Einrichtungen.","http://www.offenedaten.moers.de","55bf5893-0ad9-49f8-90c7-6d947c150d96","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Stadt Bonn","Behörden - Einrichtungen","Behörden","Einrichtungen","Standorte","111.16","111.16","11400","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Bonn: Standorte der Stadtverwaltung Bonn","Die API enthält die Standortdaten der Dienststellen der Stadtverwaltung Bonn. Hierbei handelt es sich um die Gebäudestandorte öffentlicher, städtischer Einrichtungen.","https://opendata.bonn.de/dataset/standorte-der-stadtverwaltung-bonn","34b3e312-a24d-4dfc-b5c1-cfb12a4a8401","http://dcat-ap.de/def/licenses/cc-zero","Stadt Bonn"
"Stadt Moers","Behörden - Einrichtungen","Behörden","Einrichtungen","Detail/Rohdaten","111.16","111.16","11400","Regierung und öffentlicher Sektor","http://publications.europa.eu/resource/authority/data-theme/GOVE","Stadt Moers: Telefonbuch der Stadtverwaltung","Der Datensatz enthält das Telefonverzeichnis der Stadt Moers. Der Datensatz ist alphabetisch sortiert.","http://www.offenedaten.moers.de","bdf436b7-7f11-4f70-bacc-27503f12d72f","http://dcat-ap.de/def/licenses/dl-zero-de/2.0","Stadt Moers"
"Landeshauptstadt Düsseldorf","Bevölkerung - Arbeit","Bevölkerung","Arbeit","Übersicht/Statistik","124.06","124.07","12101","Bevölkerung und Gesellschaft","http://publications.europa.eu/resource/authority/data-theme/SOCI","Arbeitslose in den Wohnquartieren Düsseldorf","<p><a name=""_GoBack"" id=""_GoBack""></a>Der Datensatz enthält die Ergebnisse der kleinräumigen Wohnungsmarktbeobachtung in Düsseldorf seit 2014.</p>

<p>Auf Basis von neu abgegrenzten Wohnquartieren ermöglicht die kleinräumige Wohnungsmarktbeobachtung eine detaillierte, räumliche Analyse des Status-Quo auf dem Wohnungsmarkt. Sie umfasst Daten seit dem Jahr 2014 und wird jährlich fortgeschrieben.<br /><br />
Jedes Wohnquartier ist einem Wohnquartierstypen zugeordnet. Diese Typen leiten sich aus der Bautypologie und dem Baualter sowie den unterschiedlichen Flächennutzungen ab. Die Wohnquartiere charakterisieren damit die unterschiedlichen, kleinräumigen Teilmärkte in Düsseldorf.</p>

<p>Das interaktive Angebot zu den Daten finden Sie auf der Seite des Amtes für Statistik und Wahlen unter:</p>

<p><u><a href=""https://www.duesseldorf.de/statistik-und-wahlen/statistik-und-stadtforschung/analysen/wohnungsmarktbeobachtung.html"" target=""_blank"">https://www.duesseldorf.de/statistik-und-wahlen/statistik-und-stadtforschung/analysen/wohnungsmarktbeobachtung.html</a></u></p>

<p>Hier finden Sie auch Begriffserläuterungen und die Datensammlung zur Wohnungsmarktbeobachtung in den Dateiformaten PDF und XLS.</p>

<p>Die Beschreibungen zu den Dateien befinden sich in der Ressource.</p>
","https://opendata.duesseldorf.de/dataset/arbeitslose-den-wohnquartieren-d%C3%BCsseldorf","fa353837-5183-47c7-8ff6-4f53d9dc91a3","http://dcat-ap.de/def/licenses/dl-by-de/2.0","Landeshauptstadt Düsseldorf"
"Landeshauptstadt Düsseldorf","Bevölkerung - Arbeit","Bevölkerung","Arbeit","Übersicht/Statistik","124.06","124.07","12101","Bevölkerung und Gesellschaft","http://publications.europa.eu/resource/authority/data-theme/SOCI","Sozialversicherungspflichtig Beschäftigte in Düsseldorf","<p>Der Datensatz enthält die Anzahl der sozialversicherungspflichtig Beschäftigten am Wohnort in den Stadtbezirken und Stadtteilen nach ausgewählten Merkmalen seit 2013 bis 2016.</p><p>Sozialversicherungspflichtig Beschäftigte sind alle Arbeitnehmerinnen und Arbeitnehmer einschließlich der zu ihrer Berufsausbildung Beschäftigten, die kranken-, renten-, pflegeversicherungspflichtig und/oder beitragspflichtig nach dem Recht der Arbeitsförderung sind oder für die von Arbeitgebern Beitragsanteile nach dem Recht der Arbeitsförderung zu entrichten sind.</p><p>Nicht zu sozialversicherungspflichtig Beschäftigen zählen Beamtinnen und Beamte, Selbstständige, mithelfende Familienangehörige, Berufs- und Zeitsoldatinnen und –soldaten sowie Wehr- und Zivildienstleistende.</p><p>Mehrfachbeschäftigte, die gleichzeitig zwei oder mehr versicherungspflichtigen Beschäftigungen nachgehen, werden nur nach den Merkmalen der zuletzt aufgenommenen Beschäftigung erfasst.</p><p>Ab 01.01.1990 kam es zu einer Grenzverschiebung zwischen den Stadtteilen Eller und Lierenfeld.</p><p>2014 wurde der Bereich Knittkuhl von Hubbelrath abgespalten und bildet seitdem einen eigenen Stadtteil</p><p><em>Die Datei â€žSozialversicherungspflichtig Beschäftigte in Düsseldorf insgesamt seit 2013â€œ enthält folgende Spalteninformationen:</em></p><ul><li><em>Stadtbezirk: Nummer des Stadtbezirks</em></li><li><em>2013 – 2016: Anzahl der Beschäftigten</em></li></ul><p>Â </p><p>Die Datei â€žSozialversicherungspflichtig Beschäftigte in Düsseldorf insgesamt in den Stadtbezirken seit 2013â€œ enthält folgende Spalteninformationen:</p><ul><li>Stadtbezirk: Nummer des Stadtbezirks</li><li>2013 – 2016: Anzahl der Beschäftigten</li></ul><p>Â </p><p>Die Datei â€žSozialversicherungspflichtig Beschäftigte in Düsseldorf insgesamt in den Stadtteilen seit 2013â€œ enthält folgende Spalteninformationen:</p><ul><li>Stadtteilnummer: Nummer des Stadtteils</li><li>Stadtteil: Name des Stadtteils</li><li>2013 – 2016: Anzahl der Beschäftigten</li></ul><p>Â </p><p><em>Die Datei â€žSozialversicherungspflichtig Beschäftigte Frauen in Düsseldorf seit 2013â€œ enthält folgende Spalteninformationen:</em></p><ul><li><em>Stadtbezirk: Nummer des Stadtbezirks</em></li><li><em>2013 – 2016: Anzahl der Beschäftigten</em></li></ul><p>Â </p><p>Die Datei â€žSozialversicherungspflichtig Beschäftigte Frauen in Düsseldorf in den Stadtbezirken seit 2013â€œ enthält folgende Spalteninformationen:</p><ul><li>Stadtbezirk: Nummer des Stadtbezirks</li><li>2013 – 2016: Anzahl der Beschäftigten</li></ul><p>Â </p><p>Die Datei â€žSozialversicherungspflichtig Beschäftigte Frauen in Düsseldorf in den Stadtteilen seit 2013â€œ enthält folgende Spalteninformationen:</p><ul><li>Stadtteilnummer: Nummer des Stadtteils</li><li>Stadtteil: Name des Stadtteils</li><li>2013 – 2016: Anzahl der Beschäftigten</li></ul><p>Â </p><p><em>Die Datei â€žSozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter unter 25 seit 2013â€œ enthält folgende Spalteninformationen:</em></p><ul><li><em>Stadtbezirk: Nummer des Stadtbezirks</em></li><li><em>2013 – 2016: Anzahl der Beschäftigten</em></li></ul><p>Â </p><p>Die Datei â€žSozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter unter 25 in den Stadtbezirken seit 2013â€œ enthält folgende Spalteninformationen:</p><ul><li>Stadtbezirk: Nummer des Stadtbezirks</li><li>2013 – 2016: Anzahl der Beschäftigten</li></ul><p>Â </p><p>Die Datei â€žSozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter unter 25 in den Stadtteilen seit 2013â€œ enthält folgende Spalteninformationen:</p><ul><li>Stadtteilnummer: Nummer des Stadtteils</li><li>Stadtteil: Name des Stadtteils</li><li>2013 – 2016: Anzahl der Beschäftigten</li></ul><p>Â </p><p><em>Die Datei â€žSozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter 55 bis unter 65 seit 2013â€œ enthält folgende Spalteninformationen:</em></p><ul><li><em>Stadtbezirk: Nummer des Stadtbezirks</em></li><li><em>2013 – 2016: Anzahl der Beschäftigten</em></li></ul><p>Â </p><p>Die Datei â€žSozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter 55 bis unter 65 in den Stadtbezirken seit 2013â€œ enthält folgende Spalteninformationen:</p><ul><li>Stadtbezirk: Nummer des Stadtbezirks</li><li>2013 – 2016: Anzahl der Beschäftigten</li></ul><p>Â </p><p>Die Datei â€žSozialversicherungspflichtig Beschäftigte in Düsseldorf im Alter 55 bis unter 65 in den Stadtteilen seit 2013â€œ enthält folgende Spalteninformationen:</p><ul><li>Stadtteilnummer: Nummer des Stadtteils</li><li>Stadtteil: Name des Stadtteils</li><li>2013 – 2016: Anzahl der Beschäftigten</li></ul><p>Â </p><p><em>Die Datei â€žSozialversicherungspflichtig Beschäftigte Ausländerinnen und Ausländer in Düsseldorf seit 2013â€œ enthält folgende Spalteninformationen:</em></p><ul><li><em>Stadtbezirk: Nummer des Stadtbezirks</em></li><li><em>2013 – 2016: Anzahl der Beschäftigten</em></li></ul><p>Â </p><p>Die Datei â€žSozialversicherungspflichtig Beschäftigte Ausländerinnen und Ausländer in Düsseldorf in den Stadtbezirken seit 2013â€œ enthält folgende Spalteninformationen:</p><ul><li>Stadtbezirk: Nummer des Stadtbezirks</li><li>2013 – 2016: Anzahl der Beschäftigten</li></ul><p>Â </p><p>Die Datei â€žSozialversicherungspflichtig Beschäftigte Ausländerinnen und Ausländer in Düsseldorf in den Stadtteilen seit 2013â€œ enthält folgende Spalteninformationen:</p><ul><li>Stadtteilnummer: Nummer des Stadtteils</li><li>Stadtteil: Name des Stadtteils</li><li>2013 – 2016: Anzahl der Beschäftigten</li></ul>","https://opendata.duesseldorf.de/dataset/sozialversicherungspflichtig-besch%C3%A4ftigte-d%C3%BCsseldorf","ea175591-0e9d-49db-9ab3-4c6a8f78c521","http://dcat-ap.de/def/licenses/dl-by-de/2.0","Landeshauptstadt Düsseldorf"
